file_id,CD45,CD45RA,CD19,CD11b,CD4,CD8,CD34,CD20,CD33,CD123,CD38,CD90,CD3,label
known,4.475264097,1.901066719,-0.173825984,1.438011486,4.53089672,1.022680701,-0.047088743,-0.109173557,-0.009194507,0.248768798,3.226717293,0.246096383,5.730563695,0
known,4.675963657,1.297369264,-0.097704383,0.6339592,4.290653476,1.45879244,1.749355847,0.667494419,0.909951324,0.598222099,1.91704516,0.310131425,5.189697462,0
known,4.351855944,0.8211791559999999,0.78386709,1.384466591,3.999995075,1.992543009,0.273416662,1.338964208,-0.13211619800000002,-0.09563839,1.760563174,1.693994589,4.979614182,0
known,4.722787225,0.911626178,0.34375513,-0.084025276,4.273626742,0.41748378,0.349874059,-0.04396302,-0.069435875,0.016355238,2.104728139,1.504874847,4.897566062,0
known,5.150534925,-0.083203739,-0.016868752,0.215048731,4.509156216,1.55901964,-0.007105726999999998,0.903891948,-0.020205822,-0.030843052000000006,1.964356473,-0.021459287,5.250544649,0
known,4.648268335,0.705693772,-0.122519619,0.33775159200000004,4.445500984,1.099622089,-0.006908561999999999,-0.102505631,-0.070934422,-0.137182912,1.095850108,0.036400674,5.08015585,0
known,4.819518842,-0.094414669,-0.01511681,-0.03711618,3.864348106,0.622335219,0.065213087,-0.141637283,-0.001543864,-0.154513556,2.122925871,-0.161313173,5.141908591,0
known,5.092230758,0.120140355,-0.026564287,0.343634778,4.724066032,1.800753241,-0.01547571,-0.03196086,0.234549345,1.5727266869999998,0.224191867,1.227212125,4.298322284,0
known,4.790546722,0.941475795,-0.133577699,-0.127895646,4.046079237,0.6775644040000001,0.426996999,-0.14911428,-0.050455736,-0.095282368,3.146335889,0.5686171329999999,4.777299049,0
known,4.705011363000001,0.968015625,-0.10114607,0.288510445,4.118241931,1.3727297669999998,-0.134264459,-0.055148657,-0.172879933,0.483611069,1.168282987,-0.001291846,5.055109936,0
known,4.795923193,0.791612795,-0.17832495899999998,-0.120169967,3.872242044,1.813167709,-0.100739067,0.201335067,-0.038831139,0.8309956359999999,1.796589494,0.284931925,4.325780822,0
known,4.4759858,1.406624878,-0.152292515,0.34743506,3.636766526,1.68882352,0.230121048,0.17606486100000002,0.697140037,1.206976118,1.95186086,0.295923622,5.680743361,0
known,4.3978991989999985,0.720130285,-0.152275086,-0.000557847,3.933661184,0.537706415,1.654396864,-0.14235431,-0.175172453,0.100868383,1.722382673,-0.067248269,6.029151669,0
known,5.043940298,-0.0325169,-0.19100902600000005,-0.17219230600000002,4.357629375,1.306928245,0.347090839,-0.11856109,-0.096823834,0.118746525,1.765445561,0.8398345509999999,5.469701185,0
known,4.823281337,0.950906147,-0.043797446,0.079202414,4.869706423999999,2.008872379,0.056341905,-0.06184327,-0.025098338,0.368624441,1.465037751,1.162946238,2.7442433,0
known,4.532262976,0.210096768,-0.133980828,-0.034632807,3.914677513,2.008957325,0.8323369740000001,1.075195367,0.7612821909999999,-0.083401566,2.29381853,-0.156511695,5.761125594,0
known,4.881240662,0.201660811,-0.130946587,-0.068084104,4.220655553,1.310226027,0.272083631,0.015807683,0.209852478,0.117345444,0.464765463,0.448683329,5.203064057,0
known,4.990329555,0.967451384,-0.010263115,0.364416146,4.225666769,2.109107202,0.23545023,-0.156524837,-0.010668536,-0.06692847099999999,0.925164163,1.4733091230000002,4.902769141,0
known,4.612934444,-0.07324665,-0.15651723,0.961751645,4.216173444,-0.052153777000000005,1.652387484,-0.114380559,0.677287588,-0.089874795,0.211103611,-0.105082442,4.679378329,0
known,4.662721315,-0.040188211,-0.095180892,-0.089215293,4.115334072,1.427609065,-0.099493771,-0.156447808,-0.136016996,-0.024567356,2.001154865,-0.074138333,3.5687511960000005,0
known,4.915618913,0.498409659,-0.087961681,-0.030360639,4.0247975710000015,1.355914775,0.497605259,-0.098491748,0.821645675,-0.032087679,1.853729455,0.320791639,5.375098865,0
known,4.7797436,-0.041707728,-0.137141578,0.603194055,4.521051849,1.0047986009999998,1.393659655,0.378251549,-0.084488837,-0.143636176,2.095582516,1.525104017,4.318371724,0
known,4.780913162,2.029520659,0.016491309,0.797480773,3.92194239,0.842826922,-0.007905425,0.111069872,0.466229496,0.191569081,1.7887201730000002,-0.109786288,4.943520022,0
known,4.897903958000001,0.972795268,-0.12692199,-0.014023546,4.464302535,1.5706443630000002,-0.088631148,-0.083493739,1.050343222,-0.107994667,1.581804573,0.193263832,4.7823975260000005,0
known,5.067878574,1.057064437,1.294172592,0.752587498,4.652551514,1.347171735,0.631839013,0.28712052,0.866978921,-0.07425161599999999,2.3794767180000003,1.7288013130000002,5.0556731610000005,0
known,4.508403273,-0.153471176,-0.164378884,0.3668862020000001,4.2355942980000005,1.29473385,1.132239124,1.055465356,-0.113551981,-0.111233323,1.359635072,0.8180061390000001,5.54372024,0
known,4.628547656,0.443005443,-0.076005483,-0.033335406,4.207830974,1.556334261,-0.088338918,-0.12925453,-0.04070646,-0.022605835,0.598407939,0.880212825,4.860241334,0
known,4.404507067,1.376180761,-0.129985216,0.270375722,4.349559557,0.97046854,-0.13959502,0.7205165290000001,1.299511251,1.270957026,2.268786722,1.508597984,5.1537863360000005,0
known,4.702955205,1.464890635,-0.050296466,1.00501158,4.216330008,1.355057395,0.775729234,0.645407371,-0.184551313,0.156707333,1.276233052,1.827937085,4.160247957,0
known,5.205178116,1.076202216,0.296170639,1.5566821430000002,4.442073887,0.961469886,1.552659685,0.439910441,0.309820379,-0.316206862,3.138817385,0.563414641,5.383880715,0
known,5.215468412,0.747479013,-0.010772702,0.312657345,4.217225252,0.126586327,-0.01451765,1.227097158,-0.082044995,0.419681258,1.3811678630000002,0.867509215,5.9552231089999985,0
known,5.255861052,0.806409425,-0.026145743,2.075141447,4.176689851,1.115538881,0.725482457,0.033130959,0.28506189,0.572761485,1.695979186,-0.145311576,4.760245089,0
known,3.720448057,0.163125303,-0.017414953,1.30656427,4.2002001380000005,-0.085945171,0.28139430600000004,-0.057025206,0.694827317,-0.143830031,1.314207037,0.347260719,6.04758033,0
known,3.391856628,0.218515967,0.369836314,0.17892389399999994,3.403799714,-0.057494365,0.19813095100000006,-0.138309015,0.015297123,-0.080701748,2.576910606,-0.101934363,5.10083917,0
known,5.169909248,1.149219217,-0.063142902,0.507348087,4.13087344,-0.04154446,-0.003874937,-0.096498376,-0.103085925,-0.066769854,1.02658709,-0.04343309,4.975759359,0
known,4.970192466,1.611591734,-0.088948916,-0.075790358,4.2076453780000005,0.570349807,-0.08243099400000001,-0.11526538,0.355533256,0.330479459,1.312537128,-0.116295173,5.401860899,0
known,4.946578971,1.58078558,-0.185550569,1.602725159,4.2843796260000016,0.520907776,-0.13358858099999998,-0.022237559,-0.176861956,-0.01601975,1.295997148,-0.028803356,4.992135083,0
known,5.238895529,1.203953398,0.34413296,-0.072946348,4.56392743,0.399865485,0.239709513,-0.049944883,-0.017184875,0.794675433,2.824983462,0.181348106,4.956968043,0
known,4.384611845,0.751529494,-0.346764852,0.790139658,4.606799091,1.293302261,-0.002671189,-0.041452439,-0.051515053,-0.029023572,0.156683133,-0.213467075,3.881866426,0
known,4.59993685,0.765854486,-0.121451769,-0.06867295,3.682782114,-0.059663452,0.082204579,-0.030048494,-0.122271793,-0.105099739,1.270981929,-0.003480508,4.964945928,0
known,4.569280002,0.5135965379999999,0.945767525,0.593703797,3.798428268,0.199730551,1.141060824,0.360763565,-0.137977066,-0.044743717,1.6336513330000002,0.194435335,5.006201207,0
known,5.066670692,1.287929376,-0.149721407,1.567665193,4.411796366,1.168650087,0.528037093,0.008395481,-0.165773647,-0.155275844,0.992450565,0.120690897,4.390429483999998,0
known,4.4259332,0.7717655390000001,-0.147506104,-0.131792518,4.0321535310000005,0.398505265,-0.135324857,0.687559458,1.810644363,-0.093027531,2.65726847,2.208301515,4.95185,0
known,4.8762775430000005,-0.027167924,-0.117030039,0.596760902,4.569588088,1.278938486,-0.118918686,0.282087724,0.976640556,1.99081747,2.041945257,-0.054685334,4.859991039,0
known,4.593876982,2.041928509,0.4160065570000001,0.195490123,4.555678345,1.19223282,-0.030279736,0.7471584859999999,-0.117857586,-0.05518252,2.50802849,-0.008329338,4.872121389,0
known,5.021153386,0.621491763,-0.086833177,-0.112050708,3.461263474,1.426456173,0.256376731,0.424379941,-0.171656612,0.200422353,1.241418432,1.453614458,5.238380734,0
known,5.16899593,1.6779529219999998,-0.116412881,0.510233029,4.425676696,1.256424818,0.209154946,1.348319144,1.031656542,0.027986303,1.609924324,1.691180065,5.31761793,0
known,4.955850946,0.022183932000000003,0.6720388559999999,-0.05826014,4.668432294,1.223789709,0.421578146,-0.092159145,-0.166125124,-0.12956977,0.967436879,-0.145701522,5.527378033,0
known,4.9357235930000005,0.606387962,-0.055650919000000014,1.799731018,4.890661575,2.392668527,0.08501012599999999,0.220062425,0.05058811,-0.027478512000000004,0.621545075,0.859375433,5.6429447439999985,0
known,4.924826591,-0.093485952,-0.05313141,0.344407653,4.590212507,0.754847878,-1.2e-05,-0.07987359599999999,1.264528854,-0.051108882,1.111053336,1.194431963,4.549601538,0
known,4.945710567,1.3717908580000002,-0.115613331,0.198774297,4.475518965,0.413174651,0.261072758,0.380778479,-0.048781563,0.663331783,2.459617024,0.019075974,5.254940317,0
known,4.9964994680000006,-0.076266005,-0.006313866,-0.020610852,4.760866102,1.755593825,1.172258881,0.29642435100000003,-0.159489465,-0.152274839,1.060084986,0.29580328100000003,5.0249229060000005,0
known,4.424688912,0.7113472759999999,-0.06534991,-0.145126751,4.213949563,0.918081754,-0.076419576,-0.13419904300000002,0.572819918,-0.082285243,1.5386631869999998,0.808077198,4.578440925,0
known,4.781966400000001,0.180151967,-0.012087037,-0.04993064,4.140611006,0.5675215929999999,-0.052974685999999986,0.610618795,-0.165582337,-0.054991033,1.862927172,0.275861348,2.988805857,0
known,4.527477148,1.76558938,-0.009681463,1.13361102,3.764101275,1.645719626,0.7988059190000001,0.335389884,0.44026329,-0.117419239,1.196562491,0.3509296120000001,4.878395324,0
known,4.79363752,0.123648244,-0.047404816,-0.158388437,4.248185249,0.731102925,0.813136813,-0.111312345,-0.059423813,-0.14505659699999998,2.048387683,1.681189122,5.380001275,0
known,4.8403458960000005,-0.06550898200000001,-0.03321128,-0.029925216,4.10461027,1.763968318,1.000431707,1.4058356769999998,0.294725804,-0.163592989,1.034870771,-0.10662019,4.243513656,0
known,4.745183792,1.737731397,-0.172584104,0.24252522,4.124460985,1.37059902,0.50920324,-0.030745103,-0.158602501,-0.009293352,2.510971947,0.311271933,4.340652112,0
known,4.069402976,0.816832502,-0.13584685,-0.057439578,4.2099841410000005,1.652618413,1.007448861,0.580702932,0.07879731200000001,0.23202544,2.053521443,-0.120197981,4.349535602,0
known,5.089213202,0.553967902,-0.12745709,0.498393071,4.229501692,0.278152489,-0.037218486,0.00480513,-0.056441025,-0.094948828,1.633234328,1.266403879,4.480897155,0
known,4.751144211000001,0.117539998,-0.037194807,1.160205397,4.453548882,0.5177704320000001,-0.098747127,-0.112665709,-0.061787289,-0.148252381,1.970852416,-0.132653397,4.833184393,0
known,4.606966086,0.22537123,-0.003526317,0.770075968,4.027178718,0.658310903,1.01756777,0.359008691,-0.003184755,-0.162571991,1.503630843,-0.128530775,5.075212494,0
known,4.986379167,0.841908639,-0.191175879,1.396058608,4.325181409,1.474508579,0.228786267,-0.125016974,1.611734931,1.101767938,2.417575082,0.610944632,5.043836708,0
known,4.421421847,2.119739369,1.09939766,-0.0698473,3.935526087,-0.05015016,0.743663518,-0.00989278,0.288250188,-0.051023431,2.041331928,0.218544419,5.044360212,0
known,0.070500305,0.977631763,-0.166306117,-0.129687299,0.574964459,0.00137189,0.784363565,-0.072384318,-0.114295902,-0.016844346,2.411361594,1.006576245,3.049920037,1
known,0.28316789,-0.196315424,0.650379198,-0.095537043,-0.115215536,1.115146562,0.143608177,0.192253046,0.320087478,-0.010058832,1.615701251,0.903217155,2.144578238,1
known,-0.008276161,-0.187583533,0.237280858,1.215152841,-0.05804287900000001,-0.001176099,-0.082391842,-0.02664381,-0.021716978,0.8278891629999999,0.14675038199999998,0.8313915470000001,0.698165088,1
known,-0.021499107000000003,1.065314491,0.198444638,-0.146447819,-0.097445478,-0.132461939,0.860275164,-0.046016595,-0.175912188,-0.029137607000000006,2.242060564,0.111098686,2.280014628,1
known,0.50804261,0.073966517,-0.063615583,-0.074060001,0.294551145,0.301117152,1.6348021380000002,-0.083265597,0.344347997,1.154405741,0.7115449620000001,0.6935689559999999,0.754292326,1
known,0.643043813,0.239628778,-0.007925101,-0.08747913199999999,-0.247912037,-0.069308967,1.290173135,-0.08547133900000001,-0.17375584300000002,-0.140460149,1.849538856,1.640414004,2.287440713,1
known,-0.040734392,-0.052232776,-0.116687295,0.783597168,-0.02787816,-0.021141423,-0.086208577,-0.15354173699999998,0.90247873,-0.14257182599999998,0.35944964100000004,-0.06362635,1.511546209,1
known,0.381637639,0.16697751800000002,-0.055126708,-0.082286455,-0.124052773,-0.15663313199999998,-0.023320708,-0.150163698,0.7751028259999999,0.472183693,1.4874160019999998,0.5843118829999999,2.177174501,1
known,-0.066356731,-0.084570312,-0.148507477,-0.087760428,1.119234323,-0.032715799,0.815140755,-0.151656854,1.973284341,-0.134417653,0.610019478,-0.085873386,1.192959656,1
known,-0.043294049,-0.051011389,-0.146515482,-0.0074359130000000015,-0.06722710900000001,-0.100666361,-0.136121598,-0.016525974,-0.07333401,-0.076030588,0.900914519,0.280390216,3.017747108,1
known,0.13994596,-0.003132873,-0.168479796,-0.08561654699999999,-0.144672052,-0.171938368,0.292513053,0.777637395,-0.157918396,0.8256670740000001,0.416801698,0.001574021,2.614249721,1
known,-0.060596431,0.056642953,-0.080275853,-0.165730362,-0.024773016,-0.028386309,0.626686423,-0.136567403,-0.045030522,-0.149468915,1.851767617,-0.154574717,2.166456867,1
known,-0.288836602,0.49427907,-0.053646905,0.273519715,-0.340127435,-0.007402554,0.793883936,0.093901562,-0.028325114,-0.14690165800000002,2.012327818,0.113600567,1.653804843,1
known,-0.040071944,1.063461413,-0.096416888,-0.093235038,-0.004898492,-0.150615285,-0.033153483,-0.152484344,-0.121938623,1.182086906,0.333681364,-0.037364041,0.7818078470000001,1
known,0.041300976,0.189026474,-0.14626826099999998,-0.15336264,0.545285248,-0.128936523,-0.083536636,-0.032493667000000004,-0.101206842,0.145608196,1.255301524,-0.156473575,0.7068043690000001,1
known,0.402779983,-0.100201656,-0.154380617,-0.076595716,-0.039556195,0.365163496,-0.098251121,-0.07619025900000001,0.349717351,-0.014413546,1.87014438,-0.103300574,2.647772902,1
known,-0.049575214000000006,-0.164673765,-0.08178358200000001,0.4534053,-0.003663772,-0.140092271,0.319593494,-0.005933761,-0.103649039,-0.144004201,0.642153135,-0.062039547,1.974702662,1
known,0.417236154,0.071960234,-0.094184273,-0.118110929,-0.114908366,0.504640105,0.043833937,0.347389555,0.6811362259999999,1.91572552,2.029249815,1.030088695,3.176115336,1
known,-0.076153055,-0.034340054,-0.123759058,-0.024745593,0.043356853,-0.141611507,1.188217751,-0.038891214,-0.062630458,0.6087136470000001,1.137121619,0.7089418890000001,1.646868966,1
known,0.623406014,-0.059354038,-0.090074567,-0.015654334,-0.014178129,0.410429227,0.863802783,-0.073634358,-0.158248796,0.613509591,2.592410568,0.722658481,0.8786216570000001,1
known,-0.217016112,-0.08694791199999999,-0.11706325,-0.169117095,-0.102848231,0.493625743,1.15421534,-0.028812695,0.370890074,-0.076899229,0.789908963,-0.157547051,1.908173118,1
known,-0.086184016,-0.284834047,-0.05503999,-0.13675036,-0.144983505,0.295900399,0.162012147,-0.077524031,0.464473103,-0.061491997,1.077705458,0.790796666,1.850912355,1
known,-0.047706751,0.100164032,-0.170250078,-0.116329038,-0.134344666,-0.07983595,-0.103577291,0.180709938,1.338051808,0.292599428,1.823765521,1.717202876,1.437488845,1
known,-0.063332049,-0.098041559,-0.161638877,0.706586926,0.20019558,-0.091282961,0.080415758,-0.004694173,0.420376042,-0.054148149000000007,2.527729086,0.204255026,1.57710173,1
known,0.274026645,0.687145007,0.147197856,-0.042668135,-0.093125721,-0.086559673,0.325411956,-0.145471719,-0.017225595,0.904284686,0.195916369,0.967454488,1.816003259,1
known,-0.167972707,0.512334375,-0.101866611,-0.00509967,-0.044674415,0.846001587,-0.030901577000000006,-0.08682970400000001,-0.014358619,-0.023910345,1.888041353,-0.161771794,2.207705413,1
known,-0.090383497,0.026391318,-0.08955073,-0.012546365,1.4453996059999998,-0.08547347699999999,-0.069569615,-0.042350586,-0.181865138,-0.152985602,2.597132474,-0.11173728,2.43512476,1
known,0.007682959,0.8266975040000001,-0.18566295,1.370856176,-0.120191792,-0.147100481,-0.022658373,0.707150622,-0.345790411,-0.150037521,2.057612279,1.163995289,2.136350609,1
known,-0.130601535,0.153768862,-0.027778492,-0.094061757,-0.152717032,-0.17220718899999998,1.807901213,-0.062769046,-0.053932689000000006,-0.155208564,1.982208178,-0.161644431,1.978166395,1
known,0.223073863,-0.098153494,-0.100259208,-0.006196251,-0.015030186,-0.153869863,-0.114541212,-0.003091391,-0.025565289,-0.073901856,2.478836673,0.254716899,2.88287377,1
known,-0.06692809599999999,-0.06997368,0.481800909,-0.158390568,-0.035693362,-0.049588522,-0.081266437,-0.119130627,0.345673041,-0.132475741,2.211547469,0.550892464,2.922915857,1
known,-0.069885449,-0.067716261,-0.180900787,-0.122300499,-0.108556044,2.125861999,-0.002264726,-0.030695133,0.04345389,0.135305804,1.023832578,1.157950535,1.779684567,1
known,0.266202412,0.250466622,-0.146398578,-0.119607425,-0.092034546,0.201808874,-0.113396379,-0.009539788,-0.179760943,0.858478084,2.390204773,0.7197742020000001,2.866382354,1
known,0.246969484,0.669338388,-0.038184429,-0.153701543,0.7925253000000001,1.333063866,0.16106944,-0.073078949,-0.146456429,1.004002346,1.919378409,0.07362496,2.732278624,1
known,0.555963887,1.331206796,-0.06594262299999999,1.09408602,-0.11024312,-0.082643357,1.5552109159999998,-0.102211261,0.227558654,-0.129291439,2.910758515,1.1300839109999998,3.4965480010000003,1
known,-0.101392475,0.197684638,-0.090400498,-0.163208733,-0.048464326,-0.096698826,1.624281511,-0.022644377,-0.176284332,-0.103632712,1.116541161,0.168537988,2.324361676,1
known,-0.016946393,-0.06884274900000001,-0.062553956,-0.015800427,-0.102194173,-0.146875441,-0.111311196,0.441524972,-0.14000849099999998,-0.018651952,0.544734843,-0.160467516,2.301514755,1
known,-0.06904473400000001,0.714943537,-0.022293099,-0.125967576,-0.024164228,0.008231419,-0.112647182,-0.094513618,1.467952872,-0.016060581,1.478590158,-0.138301671,1.6358766969999998,1
known,-0.039137724,-0.075292632,-0.102989959,-0.036483789,0.317598724,-0.126748626,0.188152077,-0.022660067,0.509455903,0.319505473,1.334342897,0.294524989,0.680851386,1
known,-0.103930275,0.58613124,-0.054447359,-0.020173859,-0.116326113,-0.128959447,0.4245168620000001,-0.008039298,-0.006907907,-0.034866323,1.391273655,0.184976807,1.915892077,1
known,0.129144005,0.956161743,-0.108627505,0.207191659,-0.150175298,-0.096851272,-0.076264525,0.392480878,0.310004308,-0.081309402,1.990685499,0.645002156,3.195598374,1
known,-0.017204551000000002,0.153170082,-0.073262427,-0.026390374,-0.1761026,0.569809652,1.06923731,-0.090673222,0.687777533,0.598800896,1.390392631,0.191780606,0.842534703,1
known,0.081763776,0.791209555,-0.096843204,-0.00035735,1.216221265,-0.010571524,-0.134112301,-0.103191792,-0.163483356,-0.043528459000000005,2.019431732,-0.103766235,2.516986276,1
known,-0.36067878,0.297119156,-0.144001617,0.925868958,0.995131422,-0.143870395,-0.03238314,-0.036753587,-0.16269039400000002,-0.15442193,1.929271125,1.770525732,3.284370377,1
known,-0.093364003,0.281486224,-0.113159837,-0.132056578,-0.094745823,-0.029019574,1.659082947,1.531749353,-0.046444239000000005,0.058378719,0.998048245,-0.060827498,3.0474316110000004,1
known,-0.060705159,0.564464461,-0.04468803,1.048106689,-0.13363523900000002,-0.108497654,-0.127743563,1.093348602,-0.034759467999999995,0.963432507,2.540854781,0.30813646,2.632956156,1
known,-0.090423917,0.18759957,0.555583104,0.6344319979999999,-0.112523204,-0.061607827,-0.133673604,-0.14662164,1.49039676,-0.06048477,1.977531126,1.222020845,1.876555821,1
known,-0.043065908,0.676776695,-0.07893417900000001,-0.071951066,-0.137961255,-0.155578183,-0.125504867,-0.035040161,-0.187834915,-0.069492577,0.93101763,0.513346552,2.787651541,1
known,-0.103796517,0.057456329,-0.09873161,-0.160041073,-0.04320199,0.938388573,1.47759113,1.492301675,-0.00803799,-0.128569366,1.717744634,-0.068907915,1.675321082,1
known,-0.054364601,0.23741617,-0.102050299,-0.023842113,-0.012602964,-0.114218291,-0.026377024,-0.1463092,-0.011323636000000002,1.350402484,2.420142594,-0.153924869,3.238083941,1
known,0.281619155,0.6402843539999999,-0.152125227,-0.038275054,-0.005227884,-0.117266275,-0.004066595,-0.14043096900000002,0.58628473,-0.133353924,1.744928314,0.053566299000000005,3.2112332,1
known,0.174559422,0.694479541,-0.08552539999999999,0.268809152,0.451839917,-0.041538848,-0.12784494400000002,0.16208479,0.453558677,-0.090149472,2.0429401080000003,1.432658217,1.267968887,1
